paper_id,title,publication_date,journal,authors,citation_count,concepts
W2796293949,Circuit-centric quantum classifiers,2020-03-06,N/A,"Maria Schuld, Alex Bocharov, Krysta M. Svore, Nathan Wiebe",714,https://openalex.org/C134146338|Electronic circuit|0.5806365;https://openalex.org/C41008148|Computer science|0.57328606;https://openalex.org/C124148022|Quantum circuit|0.56684315;https://openalex.org/C84114770|Quantum|0.5655164;https://openalex.org/C99498987|Noise (video)|0.50185156;https://openalex.org/C154945302|Artificial intelligence|0.42648256;https://openalex.org/C113775141|Computer engineering|0.40648484;https://openalex.org/C119857082|Machine learning|0.35256767;https://openalex.org/C24326235|Electronic engineering|0.34700406;https://openalex.org/C58053490|Quantum computer|0.27897868;https://openalex.org/C119599485|Electrical engineering|0.22790253;https://openalex.org/C127413603|Engineering|0.22322354;https://openalex.org/C121332964|Physics|0.12921435;https://openalex.org/C186468114|Quantum network|0.12536278;https://openalex.org/C62520636|Quantum mechanics|0.100025624;https://openalex.org/C115961682|Image (mathematics)|0.0
W1977545330,Capacity of the noisy quantum channel,1997-03-01,N/A,Seth Lloyd,708,https://openalex.org/C41241483|Quantum capacity|0.6895772;https://openalex.org/C187486625|Quantum channel|0.6386482;https://openalex.org/C84114770|Quantum|0.57351977;https://openalex.org/C206040425|Amplitude damping channel|0.5593018;https://openalex.org/C168090291|Classical capacity|0.54220855;https://openalex.org/C127162648|Channel (broadcasting)|0.53053176;https://openalex.org/C169699857|Quantum information|0.5272212;https://openalex.org/C151201525|Limit (mathematics)|0.50966215;https://openalex.org/C41008148|Computer science|0.5060536;https://openalex.org/C51003876|Quantum error correction|0.47189435;https://openalex.org/C180214583|Quantum limit|0.44845387;https://openalex.org/C121332964|Physics|0.3578208;https://openalex.org/C33923547|Mathematics|0.3539117;https://openalex.org/C11413529|Algorithm|0.3399742;https://openalex.org/C62520636|Quantum mechanics|0.32116556;https://openalex.org/C186468114|Quantum network|0.27118874;https://openalex.org/C76155785|Telecommunications|0.19475132;https://openalex.org/C134306372|Mathematical analysis|0.08344895
W2144837813,Quantum technologies with hybrid systems,2015-03-03,N/A,"Gershon Kurizki, Patrice Bertet, Yuimaru Kubo, Klaus Mølmer, David Petrosyan, Peter Rabl, Jörg Schmiedmayer",701,https://openalex.org/C177731217|Mesoscopic physics|0.5860757;https://openalex.org/C169699857|Quantum information|0.5762691;https://openalex.org/C5320026|Quantum information science|0.57053465;https://openalex.org/C41008148|Computer science|0.5636902;https://openalex.org/C84114770|Quantum|0.55515665;https://openalex.org/C190463098|Quantum technology|0.54135555;https://openalex.org/C107418235|Human multitasking|0.51705533;https://openalex.org/C58053490|Quantum computer|0.5043911;https://openalex.org/C159317903|Photon|0.48275155;https://openalex.org/C165696696|Exploit|0.47292644;https://openalex.org/C121332964|Physics|0.45470506;https://openalex.org/C89143813|Quantum sensor|0.45118955;https://openalex.org/C96835668|Macroscopic quantum phenomena|0.43275386;https://openalex.org/C2778870898|Spins|0.41358054;https://openalex.org/C186468114|Quantum network|0.35304585;https://openalex.org/C190474826|Open quantum system|0.35084093;https://openalex.org/C62520636|Quantum mechanics|0.23129803;https://openalex.org/C121040770|Quantum entanglement|0.13466418;https://openalex.org/C86803240|Biology|0.10062954;https://openalex.org/C169760540|Neuroscience|0.09329423;https://openalex.org/C38652104|Computer security|0.0;https://openalex.org/C26873012|Condensed matter physics|0.0
W2000446243,Quantum repeaters based on entanglement purification,1999-01-01,N/A,"Wolfgang Dür, Hans J. Briegel, J. I. Cirac, P. Zoller",696,https://openalex.org/C121040770|Quantum entanglement|0.8153988;https://openalex.org/C2779960059|Overhead (engineering)|0.6584827;https://openalex.org/C187486625|Quantum channel|0.608754;https://openalex.org/C41008148|Computer science|0.5834379;https://openalex.org/C127162648|Channel (broadcasting)|0.56082654;https://openalex.org/C206040425|Amplitude damping channel|0.5546398;https://openalex.org/C84114770|Quantum|0.51972723;https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.48415238;https://openalex.org/C2780310539|Imperfect|0.47100842;https://openalex.org/C99498987|Noise (video)|0.45410973;https://openalex.org/C41241483|Quantum capacity|0.45401162;https://openalex.org/C184720557|Topology (electrical circuits)|0.3828188;https://openalex.org/C11413529|Algorithm|0.33220017;https://openalex.org/C33923547|Mathematics|0.2944943;https://openalex.org/C76155785|Telecommunications|0.25606662;https://openalex.org/C186468114|Quantum network|0.25054336;https://openalex.org/C62520636|Quantum mechanics|0.22681057;https://openalex.org/C121332964|Physics|0.19524828;https://openalex.org/C105795698|Statistics|0.13182124;https://openalex.org/C154945302|Artificial intelligence|0.0667474;https://openalex.org/C41895202|Linguistics|0.0;https://openalex.org/C138885662|Philosophy|0.0;https://openalex.org/C114614502|Combinatorics|0.0;https://openalex.org/C115961682|Image (mathematics)|0.0;https://openalex.org/C111919701|Operating system|0.0
W1993488859,The elusive Heisenberg limit in quantum-enhanced metrology,2012-09-18,N/A,"Rafał Demkowicz-Dobrzański, Jan Kołodyński, Mădălin Guţǎ",687,https://openalex.org/C95013731|Quantum metrology|0.8189808;https://openalex.org/C122527463|Quantum decoherence|0.8169931;https://openalex.org/C121332964|Physics|0.6838454;https://openalex.org/C49023278|Dephasing|0.6131578;https://openalex.org/C195766429|Metrology|0.5633019;https://openalex.org/C89143813|Quantum sensor|0.5516884;https://openalex.org/C62520636|Quantum mechanics|0.5344735;https://openalex.org/C159317903|Photon|0.53238523;https://openalex.org/C180214583|Quantum limit|0.5207172;https://openalex.org/C84114770|Quantum|0.5206834;https://openalex.org/C2778361524|Heisenberg limit|0.5158752;https://openalex.org/C151201525|Limit (mathematics)|0.4398498;https://openalex.org/C77553402|Upper and lower bounds|0.43891016;https://openalex.org/C121864883|Statistical physics|0.36406544;https://openalex.org/C169699857|Quantum information|0.35440862;https://openalex.org/C190463098|Quantum technology|0.33214325;https://openalex.org/C190474826|Open quantum system|0.25904325;https://openalex.org/C186468114|Quantum network|0.20099473;https://openalex.org/C33923547|Mathematics|0.1340476;https://openalex.org/C134306372|Mathematical analysis|0.0
W2134220584,Simplifying quantum logic using higher-dimensional Hilbert spaces,2008-12-07,N/A,"B. P. Lanyon, Marco Barbieri, M. P. Almeida, Thomas Jennewein, Timothy C. Ralph, Kevin J. Resch, Geoff J. Pryde, Jeremy L. O’Brien, Alexei Gilchrist, A. G. White",686,https://openalex.org/C142465778|Toffoli gate|0.7891009;https://openalex.org/C58849907|Quantum gate|0.6560786;https://openalex.org/C58053490|Quantum computer|0.6398585;https://openalex.org/C124148022|Quantum circuit|0.57768524;https://openalex.org/C186468114|Quantum network|0.54942673;https://openalex.org/C192061203|Quantum Turing machine|0.5301163;https://openalex.org/C51003876|Quantum error correction|0.5178621;https://openalex.org/C169699857|Quantum information|0.5108604;https://openalex.org/C190463098|Quantum technology|0.47624233;https://openalex.org/C121332964|Physics|0.47319314;https://openalex.org/C137019171|Quantum algorithm|0.44787177;https://openalex.org/C41008148|Computer science|0.43722457;https://openalex.org/C203087015|Qubit|0.41700017;https://openalex.org/C169460222|Quantum logic|0.41408047;https://openalex.org/C80444323|Theoretical computer science|0.4020216;https://openalex.org/C190474826|Open quantum system|0.38087386;https://openalex.org/C84114770|Quantum|0.37350488;https://openalex.org/C62520636|Quantum mechanics|0.34292108
W1985601705,Training Schrödinger’s cat: quantum optimal control,2015-12-01,N/A,"Steffen J. Glaser, Ugo Boscain, Tommaso Calarco, Christiane P. Koch, Walter Köckenberger, Ronnie Kosloff, Ilya Kuprov, Burkhard Luy, S. G. Schirmer, Thomas Schulte‐Herbrüggen, Dominique Sugny, Frank K. Wilhelm",682,https://openalex.org/C84114770|Quantum|0.5054624;https://openalex.org/C22984246|Quantum imaging|0.4827139;https://openalex.org/C58053490|Quantum computer|0.48269033;https://openalex.org/C89143813|Quantum sensor|0.46335462;https://openalex.org/C41008148|Computer science|0.45683497;https://openalex.org/C190463098|Quantum technology|0.45067975;https://openalex.org/C169699857|Quantum information|0.4437513;https://openalex.org/C121332964|Physics|0.44280025;https://openalex.org/C78594624|Coherent control|0.44024104;https://openalex.org/C91575142|Optimal control|0.43718982;https://openalex.org/C68717125|Quantum optics|0.43241212;https://openalex.org/C2984281365|Quantum control|0.43127024;https://openalex.org/C186468114|Quantum network|0.39539292;https://openalex.org/C190474826|Open quantum system|0.3872836;https://openalex.org/C62520636|Quantum mechanics|0.3084284;https://openalex.org/C33923547|Mathematics|0.1557222;https://openalex.org/C126255220|Mathematical optimization|0.10258353
W2031862801,Solid-state electronic spin coherence time approaching one second,2013-04-23,N/A,"Nir Bar‐Gill, Linh Pham, Andrey Jarmola, Dmitry Budker, Ronald L. Walsworth",681,https://openalex.org/C2778476455|Dynamical decoupling|0.85141706;https://openalex.org/C122527463|Quantum decoherence|0.74127036;https://openalex.org/C121332964|Physics|0.7086186;https://openalex.org/C2778870898|Spins|0.64394265;https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.6342124;https://openalex.org/C89143813|Quantum sensor|0.607093;https://openalex.org/C121040770|Quantum entanglement|0.60550904;https://openalex.org/C47091857|Coherence time|0.5850921;https://openalex.org/C42704618|Spin (aerodynamics)|0.5672075;https://openalex.org/C95013731|Quantum metrology|0.5262044;https://openalex.org/C62520636|Quantum mechanics|0.46596837;https://openalex.org/C84114770|Quantum|0.4396026;https://openalex.org/C169699857|Quantum information|0.41192707;https://openalex.org/C26873012|Condensed matter physics|0.36830187;https://openalex.org/C186468114|Quantum network|0.22457817;https://openalex.org/C97355855|Thermodynamics|0.0
W1990593935,Quantum teleportation of multiple degrees of freedom of a single photon,2015-02-24,N/A,"Xi‐Lin Wang, Xin-Dong Cai, Zu-En Su, Ming-Cheng Chen, Dian Wu, Li Li, Nai-Le Liu, Chao‐Yang Lu, Jian-Wei Pan",675,https://openalex.org/C91717678|Quantum teleportation|0.8706751;https://openalex.org/C121332964|Physics|0.6721201;https://openalex.org/C187486625|Quantum channel|0.62982;https://openalex.org/C62520636|Quantum mechanics|0.5690181;https://openalex.org/C186468114|Quantum network|0.56791157;https://openalex.org/C187678412|Superdense coding|0.50398296;https://openalex.org/C114671716|No-teleportation theorem|0.5024035;https://openalex.org/C154255573|Teleportation|0.4417659;https://openalex.org/C208081375|Degrees of freedom (physics and chemistry)|0.41368788;https://openalex.org/C118704821|Bell state|0.41042486;https://openalex.org/C169699857|Quantum information|0.3358487;https://openalex.org/C121040770|Quantum entanglement|0.2879293;https://openalex.org/C84114770|Quantum|0.2503713
W2163077582,Scaling the Ion Trap Quantum Processor,2013-03-07,N/A,"C. Monroe, Jungin E. Kim",672,https://openalex.org/C183968085|Trapped ion quantum computer|0.73257744;https://openalex.org/C203087015|Qubit|0.6767601;https://openalex.org/C58053490|Quantum computer|0.6693055;https://openalex.org/C84114770|Quantum|0.64775467;https://openalex.org/C99844830|Scaling|0.58878106;https://openalex.org/C20788544|Photonics|0.56873816;https://openalex.org/C190463098|Quantum technology|0.5500563;https://openalex.org/C169699857|Quantum information|0.53195596;https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.5188695;https://openalex.org/C41008148|Computer science|0.48529214;https://openalex.org/C186468114|Quantum network|0.48495722;https://openalex.org/C145148216|Ion|0.44563273;https://openalex.org/C106289968|Ion trap|0.42512643;https://openalex.org/C89143813|Quantum sensor|0.42050433;https://openalex.org/C121332964|Physics|0.41374755;https://openalex.org/C171250308|Nanotechnology|0.35493425;https://openalex.org/C49040817|Optoelectronics|0.28938386;https://openalex.org/C62520636|Quantum mechanics|0.25985408;https://openalex.org/C190474826|Open quantum system|0.22363096;https://openalex.org/C192562407|Materials science|0.17406303;https://openalex.org/C33923547|Mathematics|0.06727886;https://openalex.org/C2524010|Geometry|0.0
W1999450843,Almost Any Quantum Logic Gate is Universal,1995-07-10,N/A,Seth Lloyd,670,https://openalex.org/C179371143|Unitary transformation|0.73508674;https://openalex.org/C67820243|Unitary state|0.72185576;https://openalex.org/C169460222|Quantum logic|0.6849382;https://openalex.org/C58849907|Quantum gate|0.6756766;https://openalex.org/C124148022|Quantum circuit|0.65988433;https://openalex.org/C130787639|Hamiltonian (control theory)|0.52942234;https://openalex.org/C62520636|Quantum mechanics|0.49183297;https://openalex.org/C131017901|Logic gate|0.46514025;https://openalex.org/C84114770|Quantum|0.4580859;https://openalex.org/C102565666|Universal set|0.44000888;https://openalex.org/C177264268|Set (abstract data type)|0.41992438;https://openalex.org/C41008148|Computer science|0.38348526;https://openalex.org/C33923547|Mathematics|0.38169143;https://openalex.org/C184720557|Topology (electrical circuits)|0.37438273;https://openalex.org/C121332964|Physics|0.3710396;https://openalex.org/C58053490|Quantum computer|0.3401193;https://openalex.org/C186468114|Quantum network|0.31132358;https://openalex.org/C11413529|Algorithm|0.23411104;https://openalex.org/C114614502|Combinatorics|0.12645948;https://openalex.org/C126255220|Mathematical optimization|0.060485482;https://openalex.org/C17744445|Political science|0.0;https://openalex.org/C199539241|Law|0.0;https://openalex.org/C199360897|Programming language|0.0
W1972989121,Generation of nonclassical photon pairs for scalable quantum communication with atomic ensembles,2003-06-01,N/A,"A. Kuzmich, Warwick P. Bowen, A. D. Boozer, A. Boca, C. W. Chou, L.-M. Duan, H. J. Kimble",665,https://openalex.org/C121332964|Physics|0.63734496;https://openalex.org/C186468114|Quantum network|0.6242857;https://openalex.org/C5320026|Quantum information science|0.57506394;https://openalex.org/C159317903|Photon|0.57396805;https://openalex.org/C169699857|Quantum information|0.5367369;https://openalex.org/C121040770|Quantum entanglement|0.52837396;https://openalex.org/C62520636|Quantum mechanics|0.49808502;https://openalex.org/C190463098|Quantum technology|0.4902716;https://openalex.org/C187486625|Quantum channel|0.4719602;https://openalex.org/C84114770|Quantum|0.46688476;https://openalex.org/C41241483|Quantum capacity|0.45608634;https://openalex.org/C51003876|Quantum error correction|0.4533616;https://openalex.org/C58053490|Quantum computer|0.4312782;https://openalex.org/C89143813|Quantum sensor|0.4263181;https://openalex.org/C190474826|Open quantum system|0.40518624;https://openalex.org/C121864883|Statistical physics|0.3984389;https://openalex.org/C41008148|Computer science|0.37684146
W2001883788,"A flexible representation of quantum images for polynomial preparation, image compression, and processing operations",2010-04-16,N/A,"Phuc Q. Le, Fangyan Dong, Kaoru Hirota",664,https://openalex.org/C41008148|Computer science|0.63076794;https://openalex.org/C58053490|Quantum computer|0.62370884;https://openalex.org/C9417928|Image processing|0.5731892;https://openalex.org/C59500034|Quantum Fourier transform|0.46001813;https://openalex.org/C84114770|Quantum|0.42717782;https://openalex.org/C31972630|Computer vision|0.40251827;https://openalex.org/C11413529|Algorithm|0.38466698;https://openalex.org/C154945302|Artificial intelligence|0.37641585;https://openalex.org/C80444323|Theoretical computer science|0.33261138;https://openalex.org/C115961682|Image (mathematics)|0.25764763;https://openalex.org/C186468114|Quantum network|0.23686552;https://openalex.org/C121332964|Physics|0.1416117;https://openalex.org/C62520636|Quantum mechanics|0.081545174
W2739025392,Spin Entanglement Witness for Quantum Gravity,2017-12-13,N/A,"Sougato Bose, Anupam Mazumdar, Gavin W. Morley, Hendrik Ulbricht, Marko Toroš, Mauro Paternostro, Andrew Geraci, P. F. Barker, M. S. Kim, G. J. Milburn",655,https://openalex.org/C121332964|Physics|0.76580787;https://openalex.org/C121040770|Quantum entanglement|0.68086904;https://openalex.org/C108568745|Quantum gravity|0.6253981;https://openalex.org/C204572665|Spin foam|0.5376526;https://openalex.org/C58801389|Loop quantum gravity|0.5206872;https://openalex.org/C106881136|Casimir effect|0.48038417;https://openalex.org/C89143813|Quantum sensor|0.47047144;https://openalex.org/C84114770|Quantum|0.46516183;https://openalex.org/C95013731|Quantum metrology|0.45958298;https://openalex.org/C62520636|Quantum mechanics|0.45009452;https://openalex.org/C33332235|Theoretical physics|0.43098748;https://openalex.org/C124017977|Gravitation|0.42347434;https://openalex.org/C74650414|Classical mechanics|0.3535871;https://openalex.org/C139356082|Quantum discord|0.34906802;https://openalex.org/C186468114|Quantum network|0.21560982
W1984279171,High-fidelity projective read-out of a solid-state spin quantum register,2011-09-01,N/A,"Lucio Robledo, Lilian Childress, Hannes Bernien, Bas Hensen, Paul F. A. Alkemade, Ronald Hanson",652,https://openalex.org/C203087015|Qubit|0.7068199;https://openalex.org/C121332964|Physics|0.62581515;https://openalex.org/C2778870898|Spins|0.5235417;https://openalex.org/C190463098|Quantum technology|0.47757035;https://openalex.org/C121040770|Quantum entanglement|0.47290835;https://openalex.org/C51003876|Quantum error correction|0.45744818;https://openalex.org/C169699857|Quantum information|0.4537483;https://openalex.org/C89143813|Quantum sensor|0.43822002;https://openalex.org/C186468114|Quantum network|0.42383853;https://openalex.org/C62520636|Quantum mechanics|0.4236562;https://openalex.org/C84114770|Quantum|0.3664474;https://openalex.org/C41008148|Computer science|0.35210866;https://openalex.org/C190474826|Open quantum system|0.19702572;https://openalex.org/C26873012|Condensed matter physics|0.12722558
W2043317809,Using measurement-induced disturbance to characterize correlations as classical or quantum,2008-02-01,N/A,Shunlong Luo,650,https://openalex.org/C121332964|Physics|0.83343226;https://openalex.org/C139356082|Quantum discord|0.716118;https://openalex.org/C121040770|Quantum entanglement|0.71515036;https://openalex.org/C84114770|Quantum|0.6130533;https://openalex.org/C121864883|Statistical physics|0.5631068;https://openalex.org/C55795843|Separable state|0.5090763;https://openalex.org/C62520636|Quantum mechanics|0.4922711;https://openalex.org/C169699857|Quantum information|0.42626306;https://openalex.org/C15706264|Quantum state|0.4240712;https://openalex.org/C41241483|Quantum capacity|0.41085002;https://openalex.org/C33332235|Theoretical physics|0.3226846;https://openalex.org/C186468114|Quantum network|0.19572088
W2963360541,Quantum computation with optical coherent states,2003-10-20,N/A,"Timothy C. Ralph, Alexei Gilchrist, G. J. Milburn, William J. Munro, Scott Glancy",650,https://openalex.org/C27753989|Superposition principle|0.7419142;https://openalex.org/C152026323|Coherent states|0.65878737;https://openalex.org/C203087015|Qubit|0.60754675;https://openalex.org/C58053490|Quantum computer|0.59964633;https://openalex.org/C45374587|Computation|0.5755339;https://openalex.org/C121332964|Physics|0.5544257;https://openalex.org/C158456648|Cluster state|0.5529997;https://openalex.org/C62520636|Quantum mechanics|0.53266346;https://openalex.org/C186468114|Quantum network|0.44817886;https://openalex.org/C2780586882|Simple (philosophy)|0.4472493;https://openalex.org/C159317903|Photon|0.4373365;https://openalex.org/C51003876|Quantum error correction|0.41012907;https://openalex.org/C84114770|Quantum|0.38673973;https://openalex.org/C41008148|Computer science|0.3034171;https://openalex.org/C11413529|Algorithm|0.17954993;https://openalex.org/C138885662|Philosophy|0.0;https://openalex.org/C111472728|Epistemology|0.0
W2148763549,Experimental entanglement of six photons in graph states,2007-01-14,N/A,"Chao‐Yang Lu, Xiaoqi Zhou, Otfried Gühne, Weibo Gao, Jin Zhang, Zhen-Sheng Yuan, Alexander Goebel, Tao Yang, Jian-Wei Pan",649,https://openalex.org/C158456648|Cluster state|0.7392328;https://openalex.org/C121332964|Physics|0.73632324;https://openalex.org/C71799126|Multipartite entanglement|0.6422278;https://openalex.org/C121040770|Quantum entanglement|0.6195061;https://openalex.org/C159317903|Photon|0.5527003;https://openalex.org/C62520636|Quantum mechanics|0.52497333;https://openalex.org/C68717125|Quantum optics|0.47692698;https://openalex.org/C166733315|Multipartite|0.45674625;https://openalex.org/C84114770|Quantum|0.42749196;https://openalex.org/C132525143|Graph|0.425806;https://openalex.org/C186468114|Quantum network|0.4204999;https://openalex.org/C20593774|W state|0.41997224;https://openalex.org/C121864883|Statistical physics|0.3857269;https://openalex.org/C33332235|Theoretical physics|0.35537;https://openalex.org/C32270708|Squashed entanglement|0.23177671;https://openalex.org/C80444323|Theoretical computer science|0.22481555;https://openalex.org/C41008148|Computer science|0.15516132
W1965928854,Complete Characterization of a Quantum Process: The Two-Bit Quantum Gate,1997-01-13,N/A,"Juan F. Poyatos, J. I. Cirac, P. Zoller",648,https://openalex.org/C58053490|Quantum computer|0.6842945;https://openalex.org/C58849907|Quantum gate|0.6122979;https://openalex.org/C203087015|Qubit|0.6099313;https://openalex.org/C183968085|Trapped ion quantum computer|0.6063168;https://openalex.org/C121332964|Physics|0.5871238;https://openalex.org/C51003876|Quantum error correction|0.5695796;https://openalex.org/C182953411|Controlled NOT gate|0.54877365;https://openalex.org/C186468114|Quantum network|0.52987087;https://openalex.org/C190474826|Open quantum system|0.49402004;https://openalex.org/C124148022|Quantum circuit|0.4927943;https://openalex.org/C161166931|Quantum simulator|0.4912631;https://openalex.org/C62520636|Quantum mechanics|0.49096778;https://openalex.org/C137019171|Quantum algorithm|0.47067603;https://openalex.org/C84114770|Quantum|0.46924567;https://openalex.org/C11255438|Quantum process|0.4390964;https://openalex.org/C190463098|Quantum technology|0.4310181;https://openalex.org/C169699857|Quantum information|0.43078542;https://openalex.org/C98045186|Process (computing)|0.4172833;https://openalex.org/C41008148|Computer science|0.351255;https://openalex.org/C15184713|Quantum dynamics|0.15602475;https://openalex.org/C111919701|Operating system|0.0
W2042912256,Experimental high-dimensional two-photon entanglement and violations of generalized Bell inequalities,2011-05-08,N/A,"Adetunmise C. Dada, Jonathan Leach, Gerald S. Buller, Miles J. Padgett, Erika Andersson",647,https://openalex.org/C121332964|Physics|0.8581269;https://openalex.org/C121040770|Quantum entanglement|0.77432835;https://openalex.org/C104434177|Photon entanglement|0.64742386;https://openalex.org/C91717678|Quantum teleportation|0.61152357;https://openalex.org/C159317903|Photon|0.5951971;https://openalex.org/C62520636|Quantum mechanics|0.56391484;https://openalex.org/C203103908|Spontaneous parametric down-conversion|0.5180502;https://openalex.org/C11511207|Bell test experiments|0.49127072;https://openalex.org/C118704821|Bell state|0.4886077;https://openalex.org/C128108043|Bell's theorem|0.45966303;https://openalex.org/C84114770|Quantum|0.40639418;https://openalex.org/C186468114|Quantum network|0.39594707;https://openalex.org/C121864883|Statistical physics|0.3503949
W2123142728,Entanglement-assisted capacity of a quantum channel and the reverse Shannon theorem,2002-10-01,N/A,"C. H. Bennett, Peter W. Shor, John A. Smolin, Ashish V. Thapliyal",644,https://openalex.org/C206040425|Amplitude damping channel|0.77340764;https://openalex.org/C121040770|Quantum entanglement|0.7654185;https://openalex.org/C187486625|Quantum channel|0.71547425;https://openalex.org/C168090291|Classical capacity|0.67251694;https://openalex.org/C180137035|Shannon–Hartley theorem|0.6357155;https://openalex.org/C97744766|Channel capacity|0.60629857;https://openalex.org/C41241483|Quantum capacity|0.601351;https://openalex.org/C127162648|Channel (broadcasting)|0.559385;https://openalex.org/C184049767|Coherent information|0.49139014;https://openalex.org/C184720557|Topology (electrical circuits)|0.47613624;https://openalex.org/C106301342|Entropy (arrow of time)|0.47230625;https://openalex.org/C52622258|Information theory|0.4430824;https://openalex.org/C41008148|Computer science|0.43333808;https://openalex.org/C5320026|Quantum information science|0.42711994;https://openalex.org/C149862233|Binary erasure channel|0.41657573;https://openalex.org/C84114770|Quantum|0.39819688;https://openalex.org/C121332964|Physics|0.39730912;https://openalex.org/C33923547|Mathematics|0.3902194;https://openalex.org/C62520636|Quantum mechanics|0.3740357;https://openalex.org/C31258907|Computer network|0.2716372;https://openalex.org/C139356082|Quantum discord|0.25693196;https://openalex.org/C186468114|Quantum network|0.17563456;https://openalex.org/C105795698|Statistics|0.17255685;https://openalex.org/C114614502|Combinatorics|0.12316662
W2062491099,Observation of entanglement between a single trapped atom and a single photon,2004-03-01,N/A,"B. B. Blinov, D. L. Moehring, Luming Duan, C. Monroe",640,https://openalex.org/C187486625|Quantum channel|0.7044406;https://openalex.org/C186468114|Quantum network|0.68569255;https://openalex.org/C121332964|Physics|0.5984916;https://openalex.org/C169699857|Quantum information|0.59008294;https://openalex.org/C91717678|Quantum teleportation|0.5857171;https://openalex.org/C190463098|Quantum technology|0.57811534;https://openalex.org/C121040770|Quantum entanglement|0.57289755;https://openalex.org/C5320026|Quantum information science|0.5647217;https://openalex.org/C89143813|Quantum sensor|0.5594755;https://openalex.org/C203087015|Qubit|0.49630147;https://openalex.org/C41241483|Quantum capacity|0.4824777;https://openalex.org/C62520636|Quantum mechanics|0.48033324;https://openalex.org/C51003876|Quantum error correction|0.4786176;https://openalex.org/C206040425|Amplitude damping channel|0.47847554;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.47796533;https://openalex.org/C139356082|Quantum discord|0.47404194;https://openalex.org/C183968085|Trapped ion quantum computer|0.4582765;https://openalex.org/C58053490|Quantum computer|0.45407805;https://openalex.org/C190474826|Open quantum system|0.4360828;https://openalex.org/C22984246|Quantum imaging|0.41167897;https://openalex.org/C84114770|Quantum|0.33908862
W2152634300,"Experimental Two-Photon, Three-Dimensional Entanglement for Quantum Communication",2002-11-20,N/A,"Alipasha Vaziri, Gregor Weihs, Anton Zeilinger",640,https://openalex.org/C121332964|Physics|0.7363802;https://openalex.org/C121040770|Quantum entanglement|0.7255465;https://openalex.org/C62520636|Quantum mechanics|0.63007915;https://openalex.org/C144901912|Quantum cryptography|0.59631723;https://openalex.org/C159317903|Photon|0.5755186;https://openalex.org/C5320026|Quantum information science|0.5281905;https://openalex.org/C91717678|Quantum teleportation|0.50821877;https://openalex.org/C186468114|Quantum network|0.48104456;https://openalex.org/C187486625|Quantum channel|0.47178265;https://openalex.org/C155675718|Angular momentum|0.4641586;https://openalex.org/C2781089630|Realization (probability)|0.45773816;https://openalex.org/C190463098|Quantum technology|0.4492652;https://openalex.org/C20593774|W state|0.43855318;https://openalex.org/C203103908|Spontaneous parametric down-conversion|0.43509737;https://openalex.org/C104434177|Photon entanglement|0.42113793;https://openalex.org/C84114770|Quantum|0.39259768;https://openalex.org/C169699857|Quantum information|0.3308758;https://openalex.org/C190474826|Open quantum system|0.20134416;https://openalex.org/C33923547|Mathematics|0.1036866;https://openalex.org/C105795698|Statistics|0.0
W1965198243,Entangling Mechanical Motion with Microwave Fields,2013-10-04,N/A,"Tauno Palomaki, John Teufel, R. W. Simmonds, K. W. Lehnert",639,https://openalex.org/C84114770|Quantum|0.60554326;https://openalex.org/C121040770|Quantum entanglement|0.5715786;https://openalex.org/C121332964|Physics|0.5395007;https://openalex.org/C189950617|Property (philosophy)|0.49588785;https://openalex.org/C171912257|Mechanical system|0.48286965;https://openalex.org/C89143813|Quantum sensor|0.461022;https://openalex.org/C104114177|Motion (physics)|0.4354626;https://openalex.org/C169699857|Quantum information|0.43180996;https://openalex.org/C62520636|Quantum mechanics|0.4216944;https://openalex.org/C186468114|Quantum network|0.34526414;https://openalex.org/C74650414|Classical mechanics|0.33648372;https://openalex.org/C41008148|Computer science|0.2941144;https://openalex.org/C138885662|Philosophy|0.0;https://openalex.org/C111472728|Epistemology|0.0;https://openalex.org/C154945302|Artificial intelligence|0.0
W1971575720,Nearly Deterministic Linear Optical Controlled-NOT Gate,2004-12-15,N/A,"Kae Nemoto, William J. Munro",639,https://openalex.org/C182953411|Controlled NOT gate|0.7893246;https://openalex.org/C121332964|Physics|0.77289844;https://openalex.org/C159317903|Photon|0.6441523;https://openalex.org/C94915269|Detector|0.52518165;https://openalex.org/C95466800|Quantum key distribution|0.47703406;https://openalex.org/C2779843651|SIGNAL (programming language)|0.46383792;https://openalex.org/C178596936|Ultrashort pulse|0.4515712;https://openalex.org/C68717125|Quantum optics|0.44629085;https://openalex.org/C152026323|Coherent states|0.43592826;https://openalex.org/C62520636|Quantum mechanics|0.37771797;https://openalex.org/C84114770|Quantum|0.33857587;https://openalex.org/C120665830|Optics|0.33705223;https://openalex.org/C186468114|Quantum network|0.32899222;https://openalex.org/C58053490|Quantum computer|0.2718854;https://openalex.org/C41008148|Computer science|0.21713322;https://openalex.org/C520434653|Laser|0.18552706;https://openalex.org/C199360897|Programming language|0.0
