paper_id,title,publication_date,journal,authors,citation_count,concepts
W2093475321,Entangled states of trapped atomic ions,2008-06-01,N/A,"R. Blatt, D. J. Wineland",1089,https://openalex.org/C121040770|Quantum entanglement|0.8145975;https://openalex.org/C145148216|Ion|0.7155317;https://openalex.org/C121332964|Physics|0.5867303;https://openalex.org/C183968085|Trapped ion quantum computer|0.51357913;https://openalex.org/C169699857|Quantum information|0.5000706;https://openalex.org/C58053490|Quantum computer|0.47678402;https://openalex.org/C84114770|Quantum|0.45278874;https://openalex.org/C184779094|Atomic physics|0.44200817;https://openalex.org/C62520636|Quantum mechanics|0.3923514;https://openalex.org/C186468114|Quantum network|0.20369703
W2144056677,Quantum entanglement between an optical photon and a solid-state spin qubit,2010-08-01,N/A,"Emre Togan, Yiwen Chu, Alexei Trifonov, Liang Jiang, J. R. Maze, Lilian Childress, Meenakshi Dutt, Anders S. Sørensen, Philip Hemmer, A. S. Zibrov, Mikhail D. Lukin",1088,https://openalex.org/C121040770|Quantum entanglement|0.72089934;https://openalex.org/C186468114|Quantum network|0.6749527;https://openalex.org/C89143813|Quantum sensor|0.63705087;https://openalex.org/C62520636|Quantum mechanics|0.62082005;https://openalex.org/C121332964|Physics|0.6154874;https://openalex.org/C190463098|Quantum technology|0.6095412;https://openalex.org/C95013731|Quantum metrology|0.57994133;https://openalex.org/C203087015|Qubit|0.56070393;https://openalex.org/C91717678|Quantum teleportation|0.5204052;https://openalex.org/C169699857|Quantum information|0.47150746;https://openalex.org/C104434177|Photon entanglement|0.4324655;https://openalex.org/C159317903|Photon|0.43096292;https://openalex.org/C20593774|W state|0.4293691;https://openalex.org/C190474826|Open quantum system|0.38727862;https://openalex.org/C84114770|Quantum|0.2928443
W2219888606,Near-optimal single-photon sources in the solid state,2016-03-07,N/A,"N. Somaschi, Valérian Giesz, Lorenzo De Santis, J. C. Loredo, M. P. Almeida, Gaston Hornecker, Simone Luca Portalupi, T. Grange, C. Antón, Justin Demory, C. Gómez, I. Sagnes, N. D. Lanzillotti‐Kimura, A. Lemaı̂tre, Alexia Auffèves, A. G. White, L. Lanco, P. Senellart",1070,https://openalex.org/C159317903|Photon|0.7260756;https://openalex.org/C121332964|Physics|0.72572625;https://openalex.org/C22984246|Quantum imaging|0.6047999;https://openalex.org/C190463098|Quantum technology|0.57758915;https://openalex.org/C20788544|Photonics|0.5753124;https://openalex.org/C203103908|Spontaneous parametric down-conversion|0.57166874;https://openalex.org/C186468114|Quantum network|0.55592096;https://openalex.org/C68717125|Quantum optics|0.5029387;https://openalex.org/C124657808|Quantum dot|0.5025184;https://openalex.org/C2777288060|Single-photon source|0.49702504;https://openalex.org/C89143813|Quantum sensor|0.4964345;https://openalex.org/C84114770|Quantum|0.44976977;https://openalex.org/C125245961|Brightness|0.44184965;https://openalex.org/C5320026|Quantum information science|0.44005117;https://openalex.org/C49040817|Optoelectronics|0.40322903;https://openalex.org/C58053490|Quantum computer|0.39112043;https://openalex.org/C62520636|Quantum mechanics|0.3382607;https://openalex.org/C190474826|Open quantum system|0.28225687;https://openalex.org/C120665830|Optics|0.27831906;https://openalex.org/C121040770|Quantum entanglement|0.15583977
W2125164517,Quantum computing with trapped ions,2008-10-01,N/A,"Hartmut Häffner, C. F. Roos, R. Blatt",1069,https://openalex.org/C121332964|Physics|0.7889937;https://openalex.org/C58053490|Quantum computer|0.75232434;https://openalex.org/C203087015|Qubit|0.6060352;https://openalex.org/C169699857|Quantum information|0.60054415;https://openalex.org/C91717678|Quantum teleportation|0.5235871;https://openalex.org/C51003876|Quantum error correction|0.480931;https://openalex.org/C190463098|Quantum technology|0.47641647;https://openalex.org/C186468114|Quantum network|0.47611934;https://openalex.org/C137019171|Quantum algorithm|0.47244626;https://openalex.org/C84114770|Quantum|0.4535405;https://openalex.org/C26713055|Implementation|0.44730988;https://openalex.org/C183968085|Trapped ion quantum computer|0.4472672;https://openalex.org/C62520636|Quantum mechanics|0.43709433;https://openalex.org/C80444323|Theoretical computer science|0.39796492;https://openalex.org/C113775141|Computer engineering|0.3823894;https://openalex.org/C190474826|Open quantum system|0.36158422;https://openalex.org/C41008148|Computer science|0.24529293;https://openalex.org/C199360897|Programming language|0.07446
W4389703832,Introductory Quantum Optics,2023-11-30,N/A,"Christopher C. Gerry, P. L. Knight",1064,https://openalex.org/C190463098|Quantum technology|0.5871365;https://openalex.org/C121040770|Quantum entanglement|0.5828243;https://openalex.org/C121332964|Physics|0.5713406;https://openalex.org/C68717125|Quantum optics|0.56550586;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.56185466;https://openalex.org/C22984246|Quantum imaging|0.5407993;https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.53526664;https://openalex.org/C169699857|Quantum information|0.52118677;https://openalex.org/C84114770|Quantum|0.50431454;https://openalex.org/C28855332|Quantization (signal processing)|0.47030777;https://openalex.org/C5320026|Quantum information science|0.46345326;https://openalex.org/C190474826|Open quantum system|0.45994207;https://openalex.org/C186468114|Quantum network|0.45563215;https://openalex.org/C89143813|Quantum sensor|0.45127904;https://openalex.org/C62520636|Quantum mechanics|0.44263533;https://openalex.org/C95013731|Quantum metrology|0.4357967;https://openalex.org/C9652623|Field (mathematics)|0.42266613;https://openalex.org/C41008148|Computer science|0.19479647;https://openalex.org/C33923547|Mathematics|0.09497234;https://openalex.org/C202444582|Pure mathematics|0.0;https://openalex.org/C31972630|Computer vision|0.0
W2001619599,Sending classical information via noisy quantum channels,1997-07-01,N/A,"Benjamin Schumacher, Michael Westmoreland",1063,https://openalex.org/C121332964|Physics|0.9282441;https://openalex.org/C168090291|Classical capacity|0.7269497;https://openalex.org/C187486625|Quantum channel|0.622089;https://openalex.org/C206040425|Amplitude damping channel|0.58613217;https://openalex.org/C84114770|Quantum|0.567575;https://openalex.org/C127162648|Channel (broadcasting)|0.5639859;https://openalex.org/C5320026|Quantum information science|0.5531984;https://openalex.org/C169699857|Quantum information|0.53224325;https://openalex.org/C41241483|Quantum capacity|0.5074126;https://openalex.org/C184049767|Coherent information|0.48061198;https://openalex.org/C99498987|Noise (video)|0.46733105;https://openalex.org/C121864883|Statistical physics|0.4546223;https://openalex.org/C62520636|Quantum mechanics|0.4402937;https://openalex.org/C2779843651|SIGNAL (programming language)|0.4200338;https://openalex.org/C186468114|Quantum network|0.37444192;https://openalex.org/C121040770|Quantum entanglement|0.22914249;https://openalex.org/C76155785|Telecommunications|0.22000119;https://openalex.org/C154945302|Artificial intelligence|0.096211135;https://openalex.org/C41008148|Computer science|0.09314749;https://openalex.org/C115961682|Image (mathematics)|0.0;https://openalex.org/C199360897|Programming language|0.0
W2095410318,Heralded entanglement between solid-state qubits separated by three metres,2013-04-23,N/A,"Hannes Bernien, Bas Hensen, Wolfgang Pfaff, Gerwin Koolstra, Machiel Blok, Lucio Robledo, T. H. Taminiau, Matthew Markham, Daniel J. Twitchen, Lilian Childress, Ronald Hanson",1062,https://openalex.org/C91717678|Quantum teleportation|0.71502036;https://openalex.org/C121040770|Quantum entanglement|0.7042332;https://openalex.org/C121332964|Physics|0.6643615;https://openalex.org/C158456648|Cluster state|0.6480749;https://openalex.org/C20593774|W state|0.6234821;https://openalex.org/C62520636|Quantum mechanics|0.5986392;https://openalex.org/C186468114|Quantum network|0.56667876;https://openalex.org/C203087015|Qubit|0.5108037;https://openalex.org/C169699857|Quantum information|0.47327328;https://openalex.org/C162967359|Entanglement distillation|0.46449757;https://openalex.org/C71799126|Multipartite entanglement|0.45023498;https://openalex.org/C118704821|Bell state|0.44387656;https://openalex.org/C190463098|Quantum technology|0.42717922;https://openalex.org/C32270708|Squashed entanglement|0.32871205;https://openalex.org/C84114770|Quantum|0.25447896;https://openalex.org/C190474826|Open quantum system|0.25115252
W2729982732,On-chip generation of high-dimensional entangled quantum states and their coherent control,2017-06-01,N/A,"Michael Kues, Christian Reimer, Piotr Roztocki, Luis Romero Cortés, Stefania Sciara, Benjamin Wetzel, Yanbing Zhang, Alfonso Carmelo Cino, Sai T. Chu, Brent E. Little, David Moss, Lucia Caspani, José Azaña, Roberto Morandotti",1061,https://openalex.org/C190463098|Quantum technology|0.6054785;https://openalex.org/C186468114|Quantum network|0.5685342;https://openalex.org/C121332964|Physics|0.5662701;https://openalex.org/C62520636|Quantum mechanics|0.54018515;https://openalex.org/C58053490|Quantum computer|0.5181738;https://openalex.org/C169699857|Quantum information|0.49665457;https://openalex.org/C203087015|Qubit|0.4678111;https://openalex.org/C20593774|W state|0.45712844;https://openalex.org/C91717678|Quantum teleportation|0.44395754;https://openalex.org/C89143813|Quantum sensor|0.44317114;https://openalex.org/C187486625|Quantum channel|0.43265134;https://openalex.org/C5320026|Quantum information science|0.4179151;https://openalex.org/C19271316|One-way quantum computer|0.41153115;https://openalex.org/C84114770|Quantum|0.3922111;https://openalex.org/C41008148|Computer science|0.38629967;https://openalex.org/C190474826|Open quantum system|0.37179953;https://openalex.org/C121040770|Quantum entanglement|0.2908406
W1984021697,Quantum error correction for quantum memories,2015-04-07,N/A,Barbara M. Terhal,1050,https://openalex.org/C51003876|Quantum error correction|0.8199022;https://openalex.org/C69497775|Quantum convolutional code|0.6404619;https://openalex.org/C58053490|Quantum computer|0.62446034;https://openalex.org/C169699857|Quantum information|0.5695412;https://openalex.org/C186468114|Quantum network|0.561362;https://openalex.org/C41241483|Quantum capacity|0.54019696;https://openalex.org/C121332964|Physics|0.5294055;https://openalex.org/C137019171|Quantum algorithm|0.49183702;https://openalex.org/C190463098|Quantum technology|0.4799126;https://openalex.org/C103088060|Error detection and correction|0.46759197;https://openalex.org/C203087015|Qubit|0.4400606;https://openalex.org/C41008148|Computer science|0.41019666;https://openalex.org/C84114770|Quantum|0.40525404;https://openalex.org/C62520636|Quantum mechanics|0.40291741;https://openalex.org/C113775141|Computer engineering|0.39382935;https://openalex.org/C80444323|Theoretical computer science|0.38699126;https://openalex.org/C190474826|Open quantum system|0.35478142;https://openalex.org/C11413529|Algorithm|0.3052963
W1993248778,Two-bit gates are universal for quantum computation,1995-02-01,N/A,David P. DiVincenzo,1039,https://openalex.org/C142465778|Toffoli gate|0.9111681;https://openalex.org/C58849907|Quantum gate|0.6988106;https://openalex.org/C124148022|Quantum circuit|0.6885365;https://openalex.org/C58053490|Quantum computer|0.62484205;https://openalex.org/C186468114|Quantum network|0.5655366;https://openalex.org/C51003876|Quantum error correction|0.53445804;https://openalex.org/C62520636|Quantum mechanics|0.5062408;https://openalex.org/C59500034|Quantum Fourier transform|0.49061194;https://openalex.org/C190463098|Quantum technology|0.43664247;https://openalex.org/C137019171|Quantum algorithm|0.42428386;https://openalex.org/C41008148|Computer science|0.41816825;https://openalex.org/C84114770|Quantum|0.40521014;https://openalex.org/C121332964|Physics|0.39582115;https://openalex.org/C190474826|Open quantum system|0.37160596;https://openalex.org/C33923547|Mathematics|0.33988667;https://openalex.org/C94375191|Arithmetic|0.33509797
W2032282864,Deterministic quantum teleportation with atoms,2004-06-01,N/A,"M. Riebe, Hartmut Häffner, C. F. Roos, W. Hänsel, J. Benhelm, G. P. T. Lancaster, T. Körber, Christoph Becher, F. Schmidt‐Kaler, Daniel F. V. James, R. Blatt",1038,https://openalex.org/C91717678|Quantum teleportation|0.8708966;https://openalex.org/C187678412|Superdense coding|0.7567694;https://openalex.org/C114671716|No-teleportation theorem|0.66885954;https://openalex.org/C187486625|Quantum channel|0.6207563;https://openalex.org/C62520636|Quantum mechanics|0.59071946;https://openalex.org/C121332964|Physics|0.5776927;https://openalex.org/C154255573|Teleportation|0.53124046;https://openalex.org/C169699857|Quantum information|0.52530223;https://openalex.org/C19271316|One-way quantum computer|0.49491137;https://openalex.org/C203087015|Qubit|0.4640756;https://openalex.org/C186468114|Quantum network|0.46006596;https://openalex.org/C5320026|Quantum information science|0.4336908;https://openalex.org/C121040770|Quantum entanglement|0.29850638;https://openalex.org/C84114770|Quantum|0.28824967
W2047131277,Optical Quantum Computing,2007-12-06,N/A,Jeremy L. O’Brien,1033,https://openalex.org/C2776303644|Interfacing|0.77699757;https://openalex.org/C48044578|Scalability|0.7161593;https://openalex.org/C2779960059|Overhead (engineering)|0.6933243;https://openalex.org/C41008148|Computer science|0.66772854;https://openalex.org/C58053490|Quantum computer|0.6422416;https://openalex.org/C159317903|Photon|0.5757126;https://openalex.org/C2781089630|Realization (probability)|0.48471093;https://openalex.org/C94915269|Detector|0.43466073;https://openalex.org/C206345919|Resource (disambiguation)|0.42413107;https://openalex.org/C84114770|Quantum|0.41984308;https://openalex.org/C186468114|Quantum network|0.41554493;https://openalex.org/C113775141|Computer engineering|0.39992815;https://openalex.org/C24326235|Electronic engineering|0.32492888;https://openalex.org/C121332964|Physics|0.32037532;https://openalex.org/C9390403|Computer hardware|0.23022118;https://openalex.org/C120665830|Optics|0.1859586;https://openalex.org/C76155785|Telecommunications|0.15800288;https://openalex.org/C31258907|Computer network|0.15363014;https://openalex.org/C62520636|Quantum mechanics|0.1481668;https://openalex.org/C127413603|Engineering|0.133787;https://openalex.org/C33923547|Mathematics|0.11705503;https://openalex.org/C105795698|Statistics|0.0;https://openalex.org/C77088390|Database|0.0;https://openalex.org/C111919701|Operating system|0.0
W1977670750,Observation of Three-Photon Greenberger-Horne-Zeilinger Entanglement,1999-02-15,N/A,"Dik Bouwmeester, Jian-Wei Pan, Matthew Daniell, Harald Weinfurter, Anton Zeilinger",1025,https://openalex.org/C121040770|Quantum entanglement|0.8314278;https://openalex.org/C121332964|Physics|0.82551444;https://openalex.org/C104434177|Photon entanglement|0.7545234;https://openalex.org/C159317903|Photon|0.7286927;https://openalex.org/C62520636|Quantum mechanics|0.61812127;https://openalex.org/C89143813|Quantum sensor|0.46856928;https://openalex.org/C205049153|Polarization (electrochemistry)|0.45906025;https://openalex.org/C138622882|Quantum nonlocality|0.4509626;https://openalex.org/C169699857|Quantum information|0.44736788;https://openalex.org/C84114770|Quantum|0.4449225;https://openalex.org/C20593774|W state|0.4272287;https://openalex.org/C186468114|Quantum network|0.31401524;https://openalex.org/C185592680|Chemistry|0.0;https://openalex.org/C147789679|Physical chemistry|0.0
W2072456425,“Two-Photon” Coincidence Imaging with a Classical Source,2002-08-26,N/A,"Ryan S. Bennink, Sean J. Bentley, Robert W. Boyd",1021,https://openalex.org/C2779832538|Coincidence|0.937163;https://openalex.org/C121332964|Physics|0.75575054;https://openalex.org/C159317903|Photon|0.7156385;https://openalex.org/C18480692|Coincidence counting|0.7149994;https://openalex.org/C207579572|Coincidence detection in neurobiology|0.67914337;https://openalex.org/C94915269|Detector|0.58889353;https://openalex.org/C121040770|Quantum entanglement|0.55808336;https://openalex.org/C84114770|Quantum|0.48584244;https://openalex.org/C22984246|Quantum imaging|0.46950507;https://openalex.org/C120665830|Optics|0.4461351;https://openalex.org/C104434177|Photon entanglement|0.44245112;https://openalex.org/C44280652|Phase (matter)|0.41327828;https://openalex.org/C62520636|Quantum mechanics|0.32384104;https://openalex.org/C186468114|Quantum network|0.14343122;https://openalex.org/C71924100|Medicine|0.0;https://openalex.org/C204787440|Alternative medicine|0.0;https://openalex.org/C142724271|Pathology|0.0
W2058698962,An open-system quantum simulator with trapped ions,2011-02-01,N/A,"Julio T. Barreiro, Markus Müller, Philipp Schindler, Daniel Nigg, Thomas Monz, Michael Chwalla, Markus Hennrich, C. F. Roos, P. Zoller, R. Blatt",1017,https://openalex.org/C58053490|Quantum computer|0.6445396;https://openalex.org/C203087015|Qubit|0.61950547;https://openalex.org/C99692599|Dissipative system|0.60852706;https://openalex.org/C161166931|Quantum simulator|0.57276475;https://openalex.org/C121040770|Quantum entanglement|0.56375206;https://openalex.org/C190463098|Quantum technology|0.55456823;https://openalex.org/C190474826|Open quantum system|0.54801005;https://openalex.org/C41008148|Computer science|0.51096904;https://openalex.org/C84114770|Quantum|0.5011847;https://openalex.org/C186468114|Quantum network|0.45352468;https://openalex.org/C121332964|Physics|0.44033155;https://openalex.org/C2781089630|Realization (probability)|0.43987143;https://openalex.org/C163677043|Open system (computing)|0.41770542;https://openalex.org/C183968085|Trapped ion quantum computer|0.41254193;https://openalex.org/C89143813|Quantum sensor|0.4122926;https://openalex.org/C184720557|Topology (electrical circuits)|0.3590621;https://openalex.org/C62520636|Quantum mechanics|0.3326785;https://openalex.org/C119599485|Electrical engineering|0.119785696;https://openalex.org/C127413603|Engineering|0.094237715;https://openalex.org/C33923547|Mathematics|0.08501738;https://openalex.org/C2777904410|Software|0.08425343;https://openalex.org/C105795698|Statistics|0.0;https://openalex.org/C199360897|Programming language|0.0
W2038645424,Quantum discord for two-qubit systems,2008-04-03,N/A,Shunlong Luo,1013,https://openalex.org/C139356082|Quantum discord|0.9111818;https://openalex.org/C121332964|Physics|0.82229614;https://openalex.org/C121040770|Quantum entanglement|0.7738115;https://openalex.org/C62520636|Quantum mechanics|0.6137614;https://openalex.org/C198377831|Quantum correlation|0.51187503;https://openalex.org/C206040425|Amplitude damping channel|0.46748227;https://openalex.org/C2780009758|Measure (data warehouse)|0.45737457;https://openalex.org/C203087015|Qubit|0.44909793;https://openalex.org/C55795843|Separable state|0.43431464;https://openalex.org/C41241483|Quantum capacity|0.42655534;https://openalex.org/C84114770|Quantum|0.42116818;https://openalex.org/C169699857|Quantum information|0.4185776;https://openalex.org/C121864883|Statistical physics|0.3272273;https://openalex.org/C186468114|Quantum network|0.23600379;https://openalex.org/C41008148|Computer science|0.05246198;https://openalex.org/C77088390|Database|0.0
W2019112050,Quantum Games and Quantum Strategies,1999-10-11,N/A,"Jens Eisert, Martin Wilkens, Maciej Lewenstein",1003,https://openalex.org/C2778496695|Dilemma|0.7303984;https://openalex.org/C84114770|Quantum|0.656355;https://openalex.org/C113494165|Prisoner's dilemma|0.5718044;https://openalex.org/C28855332|Quantization (signal processing)|0.5617251;https://openalex.org/C2780801425|Construct (python library)|0.53144944;https://openalex.org/C144237770|Mathematical economics|0.4873796;https://openalex.org/C147323434|Quantum pseudo-telepathy|0.4411117;https://openalex.org/C41008148|Computer science|0.38398933;https://openalex.org/C177142836|Game theory|0.37123728;https://openalex.org/C33923547|Mathematics|0.3170718;https://openalex.org/C62520636|Quantum mechanics|0.22088686;https://openalex.org/C121332964|Physics|0.19639897;https://openalex.org/C186468114|Quantum network|0.18477869;https://openalex.org/C169699857|Quantum information|0.17053348;https://openalex.org/C11413529|Algorithm|0.10552758;https://openalex.org/C2524010|Geometry|0.053709537;https://openalex.org/C199360897|Programming language|0.0
W2145486367,Silica-on-Silicon Waveguide Quantum Circuits,2008-03-27,N/A,"Alberto Politi, Martin J Cryan, John Rarity, Siyuan Yu, Jeremy L. O’Brien",999,https://openalex.org/C159317903|Photon|0.598705;https://openalex.org/C20788544|Photonics|0.55330515;https://openalex.org/C95013731|Quantum metrology|0.5246889;https://openalex.org/C121332964|Physics|0.50753677;https://openalex.org/C68717125|Quantum optics|0.4971173;https://openalex.org/C190463098|Quantum technology|0.49510446;https://openalex.org/C89143813|Quantum sensor|0.4861033;https://openalex.org/C49040817|Optoelectronics|0.48601562;https://openalex.org/C169699857|Quantum information|0.44464085;https://openalex.org/C57528182|Miniaturization|0.4438184;https://openalex.org/C84114770|Quantum|0.43764818;https://openalex.org/C22984246|Quantum imaging|0.42086226;https://openalex.org/C41008148|Computer science|0.40217793;https://openalex.org/C186468114|Quantum network|0.32898068;https://openalex.org/C120665830|Optics|0.298795;https://openalex.org/C171250308|Nanotechnology|0.22587153;https://openalex.org/C192562407|Materials science|0.20409346;https://openalex.org/C190474826|Open quantum system|0.15492317;https://openalex.org/C62520636|Quantum mechanics|0.14821205
W2048639010,"Kitaev-Heisenberg Model on a Honeycomb Lattice: Possible Exotic Phases in Iridium Oxides<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>A</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi>IrO</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math>",2010-07-09,N/A,"Jiří Chaloupka, George Jackeli, Giniyat Khaliullin",982,https://openalex.org/C155355069|Antiferromagnetism|0.7349881;https://openalex.org/C130787639|Hamiltonian (control theory)|0.7330633;https://openalex.org/C121332964|Physics|0.69111556;https://openalex.org/C201665358|Heisenberg model|0.6504677;https://openalex.org/C2781204021|Lattice (music)|0.591831;https://openalex.org/C69523127|Ground state|0.5629303;https://openalex.org/C26873012|Condensed matter physics|0.46359983;https://openalex.org/C37914503|Mathematical physics|0.42767447;https://openalex.org/C2778361524|Heisenberg limit|0.42377728;https://openalex.org/C145148216|Ion|0.42203748;https://openalex.org/C62520636|Quantum mechanics|0.39530468;https://openalex.org/C84114770|Quantum|0.10973993;https://openalex.org/C33923547|Mathematics|0.09264448;https://openalex.org/C121040770|Quantum entanglement|0.08981365;https://openalex.org/C186468114|Quantum network|0.0;https://openalex.org/C126255220|Mathematical optimization|0.0;https://openalex.org/C24890656|Acoustics|0.0
W2144965412,Continuous-variable optical quantum-state tomography,2009-03-16,N/A,"A. I. Lvovsky, Michael G. Raymer",982,https://openalex.org/C121332964|Physics|0.7995417;https://openalex.org/C166834278|Quantum tomography|0.755668;https://openalex.org/C2778184138|Homodyne detection|0.68164957;https://openalex.org/C26351279|Direct-conversion receiver|0.58819836;https://openalex.org/C15706264|Quantum state|0.56437844;https://openalex.org/C22984246|Quantum imaging|0.561722;https://openalex.org/C68717125|Quantum optics|0.54874647;https://openalex.org/C159317903|Photon|0.5022905;https://openalex.org/C163716698|Tomography|0.4692927;https://openalex.org/C120665830|Optics|0.40913388;https://openalex.org/C169699857|Quantum information|0.3981281;https://openalex.org/C84114770|Quantum|0.39355344;https://openalex.org/C186468114|Quantum network|0.28996825;https://openalex.org/C62520636|Quantum mechanics|0.28630507
W2054388650,Conditional Quantum Dynamics and Logic Gates,1995-05-15,N/A,"Adriano Barenco, David Deutsch, Artur Ekert, Richard Jozsa",961,https://openalex.org/C169460222|Quantum logic|0.65685904;https://openalex.org/C121332964|Physics|0.65018815;https://openalex.org/C58849907|Quantum gate|0.6096808;https://openalex.org/C62520636|Quantum mechanics|0.52541494;https://openalex.org/C186468114|Quantum network|0.4809598;https://openalex.org/C131017901|Logic gate|0.47774237;https://openalex.org/C51003876|Quantum error correction|0.463117;https://openalex.org/C84114770|Quantum|0.46285525;https://openalex.org/C124148022|Quantum circuit|0.44569847;https://openalex.org/C190474826|Open quantum system|0.44169748;https://openalex.org/C190463098|Quantum technology|0.43457448;https://openalex.org/C15184713|Quantum dynamics|0.4171646;https://openalex.org/C169699857|Quantum information|0.36585706;https://openalex.org/C41008148|Computer science|0.33023536;https://openalex.org/C58053490|Quantum computer|0.22228983;https://openalex.org/C11413529|Algorithm|0.15239727
W4231127907,Quantum coding,1995-04-01,N/A,Benjamin Schumacher,943,https://openalex.org/C121332964|Physics|0.7772401;https://openalex.org/C169699857|Quantum information|0.62734765;https://openalex.org/C45483111|Quantum no-deleting theorem|0.61220413;https://openalex.org/C62520636|Quantum mechanics|0.544927;https://openalex.org/C41241483|Quantum capacity|0.5426366;https://openalex.org/C43682372|Quantum operation|0.52586985;https://openalex.org/C187486625|Quantum channel|0.51965606;https://openalex.org/C139356082|Quantum discord|0.47698078;https://openalex.org/C101973423|Von Neumann entropy|0.47645095;https://openalex.org/C51003876|Quantum error correction|0.4758063;https://openalex.org/C64775481|Quantum mutual information|0.46583882;https://openalex.org/C24495805|Quantum relative entropy|0.46130496;https://openalex.org/C168090291|Classical capacity|0.45840222;https://openalex.org/C11255438|Quantum process|0.44937375;https://openalex.org/C186468114|Quantum network|0.44298568;https://openalex.org/C137019171|Quantum algorithm|0.42423752;https://openalex.org/C190474826|Open quantum system|0.42347574;https://openalex.org/C203087015|Qubit|0.41365156;https://openalex.org/C84114770|Quantum|0.32938457;https://openalex.org/C121040770|Quantum entanglement|0.274392;https://openalex.org/C15184713|Quantum dynamics|0.19821459
W1969546033,Deterministic quantum teleportation of atomic qubits,2004-06-01,N/A,"M. D. Barrett, John Chiaverini, Tobias Schaetz, J. Britton, Wayne M. Itano, J. D. Jost, Emanuel Knill, C. Langer, D. Leibfried, Roee Ozeri, D. J. Wineland",940,https://openalex.org/C91717678|Quantum teleportation|0.83296657;https://openalex.org/C187678412|Superdense coding|0.7498234;https://openalex.org/C154255573|Teleportation|0.63128024;https://openalex.org/C187486625|Quantum channel|0.5792542;https://openalex.org/C121332964|Physics|0.57775295;https://openalex.org/C186468114|Quantum network|0.5603894;https://openalex.org/C203087015|Qubit|0.54255867;https://openalex.org/C62520636|Quantum mechanics|0.5350583;https://openalex.org/C121040770|Quantum entanglement|0.5289823;https://openalex.org/C169699857|Quantum information|0.49745896;https://openalex.org/C114671716|No-teleportation theorem|0.4564687;https://openalex.org/C58053490|Quantum computer|0.45513;https://openalex.org/C183968085|Trapped ion quantum computer|0.43618342;https://openalex.org/C41008148|Computer science|0.33167696;https://openalex.org/C84114770|Quantum|0.29978722
